seller_name,Count_of_favs,total_sales,total_shop_reviews,shop_rating,years_active_with_Etsy,seller_return_policy,seller_return_time,seller_shipping_time,seller_responsivess
MerrillVintageMarket,"25 Admirers","92 sales","(31)","4.9167","On Etsy since 2017","I gladly accept returns and exchanges","14 days of delivery","1 business day",""
LadidaByFrances,"23 Admirers","81 sales","(22)","4.6471","On Etsy since 2018","I gladly accept returns","3 days of delivery","1–3 business days","within 24 hours."
CoolWorldPopCulture,"25 Admirers","101 sales","(20)","5","On Etsy since 2016","","","1–3 business days","within 24 hours."
CorkStudioGifts,"2 Admirers","","","","On Etsy since 2020","","","3–5 business days",""
CiaraAndAdamAntiques,"448 Admirers","849 sales","(152)","4.9722","On Etsy since 2016","I gladly accept returns and exchanges","14 days of delivery","1 business day","within a few hours."
WorldofBacara,"9162 Admirers","12,294 sales","(3192)","4.9329","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","3 days of delivery","1 business day","within a few hours."
Backtothepastussr,"561 Admirers","633 sales","(164)","4.9068","On Etsy since 2018","I gladly accept returns and exchanges","14 days of delivery","1–2 business days","within a few hours."
Creacollection,"5 Admirers","15 sales","(3)","5","On Etsy since 2019","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–2 business days","within a few hours."
DandylionFarms,"125 Admirers","504 sales","(67)","4.88","On Etsy since 2018","I gladly accept cancellations","4 hours of purchase","1–2 business days","within 24 hours."
TomsVintageStraps,"21 Admirers","43 sales","(5)","5","On Etsy since 2019","","","1–3 business days","within a few hours."
MotherTuckersPlace,"70 Admirers","458 sales","(88)","5","On Etsy since 2017","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within a few hours."
NovelBlondesBoutique,"65 Admirers","290 sales","(70)","4.9821","On Etsy since 2010","","","5–7 business days","within 24 hours."
GuitarsWantedNow,"52 Admirers","23 sales","(3)","5","On Etsy since 2018","I gladly accept cancellations","1 hour of purchase","1 business day","within a few hours."
ElektraAndPlato,"229 Admirers","788 sales","(200)","4.9429","On Etsy since 2015","I gladly accept returns","7 days of delivery","1–3 business days","within 24 hours."
PapaZefirin,"2 Admirers","11 sales","(5)","5","On Etsy since 2015","","","1–3 business days",""
BearTreasure,"13 Admirers","8 sales","","5","On Etsy since 2018","","","1–3 business days",""
ARoadThroughTime,"4471 Admirers","5,021 sales","(1063)","4.8889","On Etsy since 2012","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1–3 business days","within 24 hours."
MelroseMemories,"182 Admirers","559 sales","(176)","5","On Etsy since 2016","","","1 business day","within a few hours."
bobDesign2,"1 Admirer","7 sales","","1","On Etsy since 2013","","","1–3 business days","within 24 hours."
TheVintagePrincipal,"720 Admirers","4,949 sales","(1252)","4.9487","On Etsy since 2014","I gladly accept cancellations","before item has shipped","1–3 business days","within a few hours."
EveryOldThingIsNew,"82 Admirers","101 sales","(30)","5","On Etsy since 2015","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within 24 hours."
ChonovAntiques,"276 Admirers","299 sales","(81)","4.7778","On Etsy since 2016","I gladly accept returns, exchanges, and cancellations","14 days of delivery","1 business day","within a few hours."
Hungrypeddler,"30 Admirers","3 sales","","","On Etsy since 2017","I don't accept returns, exchanges, or cancellations","","1–2 business days",""
WelshHeirlooms,"1067 Admirers","2,820 sales","(800)","4.8224","On Etsy since 2015","I gladly accept returns","14 days of delivery","3–5 business days","within 24 hours."
CollectionSelection,"1571 Admirers","2,024 sales","(632)","5","On Etsy since 2011","I gladly accept returns and exchanges","3 days of delivery","1 business day","within 24 hours."
TheBelisamaShop,"6 Admirers","3 sales","(1)","5","On Etsy since 2019","","","1–2 business days",""
RewindDisco,"","","","","On Etsy since 2020","","","1 business day",""
IncredibleShakuhachi,"13 Admirers","20 sales","(1)","5","On Etsy since 2020","I don't accept returns, exchanges, or cancellations","","1–2 business days","within 24 hours."
BlueberrySkyVintage,"496 Admirers","1,945 sales","(689)","4.8955","On Etsy since 2011","I gladly accept returns and exchanges","3 days of delivery","1 business day","within a few hours."
SassafrasHilOddities,"2 Admirers","2 sales","(1)","5","On Etsy since 2019","","","3–5 business days",""
ShopFromThePast1940,"","3 sales","(2)","5","On Etsy since 2019","I gladly accept returns and exchanges","14 days of delivery","1–2 business days",""
WorldofBacara,"9162 Admirers","12,294 sales","(3192)","4.9329","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","3 days of delivery","1 business day","within a few hours."
StonemillsUS,"94 Admirers","301 sales","(49)","4.9574","On Etsy since 2019","","","1 business day","within a few hours."
IncredibleShakuhachi,"13 Admirers","20 sales","(1)","5","On Etsy since 2020","I don't accept returns, exchanges, or cancellations","","1–2 business days","within 24 hours."
azsunshine51,"467 Admirers","1,330 sales","(401)","4.925","On Etsy since 2011","","","1–3 business days","within a few hours."
shopkeeparlington,"1941 Admirers","4,931 sales","(1461)","4.9696","On Etsy since 2013","I gladly accept cancellations","6 hours of purchase","1–3 business days","within a few hours."
HorseshoeHillFarm,"165 Admirers","211 sales","(51)","5","On Etsy since 2016","I gladly accept returns","7 days of delivery","1–2 business days","within a few hours."
MeAndMomsMiniatures,"181 Admirers","763 sales","(253)","4.9714","On Etsy since 2015","I gladly accept returns and exchanges","5 days of delivery","","within 24 hours."
SunCityShoppe,"34 Admirers","527 sales","(117)","4.8966","On Etsy since 2017","","","1–3 business days","within a few hours."
TinasFoundTreasures,"1 Admirer","5 sales","","","On Etsy since 2020","","","1–3 business days","within a few hours."
NewVintageTime,"45 Admirers","63 sales","(9)","5","On Etsy since 2019","I gladly accept returns and exchanges","14 days of delivery","3–5 business days","within a few hours."
AbbysTreasures,"296 Admirers","513 sales","(166)","4.9355","On Etsy since 2007","I gladly accept returns and exchanges","3 days of delivery","1–3 business days",""
TheWhatNaught,"4244 Admirers","2,637 sales","(786)","4.9848","On Etsy since 2011","I gladly accept returns and cancellations","3 days of delivery","1–2 business days","within a few hours."
AppleysVintage,"379 Admirers","1,150 sales","(281)","5","On Etsy since 2016","","","1–2 business days","within a few hours."
SunCityShoppe,"34 Admirers","527 sales","(117)","4.8966","On Etsy since 2017","","","1–3 business days","within a few hours."
Dandiesjustdandy,"3 Admirers","2 sales","","","On Etsy since 2019","I don't accept returns, exchanges, or cancellations","","1–2 business days",""
YellowDogAntiques,"532 Admirers","1,774 sales","(525)","4.976","On Etsy since 2015","","","1–3 business days","within a few hours."
Dandiesjustdandy,"3 Admirers","2 sales","","","On Etsy since 2019","I don't accept returns, exchanges, or cancellations","","1–2 business days",""
YellowDogAntiques,"532 Admirers","1,774 sales","(525)","4.976","On Etsy since 2015","","","1–3 business days","within a few hours."
Dandiesjustdandy,"3 Admirers","2 sales","","","On Etsy since 2019","I don't accept returns, exchanges, or cancellations","","1–2 business days",""
WorldofBacara,"9162 Admirers","12,294 sales","(3192)","4.9329","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","3 days of delivery","1 business day","within a few hours."
WorldofBacara,"9162 Admirers","12,294 sales","(3192)","4.9329","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","3 days of delivery","1 business day","within a few hours."
WorldofBacara,"9162 Admirers","12,294 sales","(3192)","4.9329","On Etsy since 2014","I gladly accept returns, exchanges, and cancellations","3 days of delivery","1 business day","within a few hours."
